Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,split,metadata_csv,label,media_path,media_folder,wav_path
884,Theres a limit to how many sandwiches I can eat off the floor.,Joey,neutral,neutral,82,10,6,21,"00:10:12,612","00:10:15,905",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia82_utt10.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/056c35aa5e543abf31ca212b09c332bb.wav
885,Excuse me.,Joey,neutral,neutral,82,11,6,21,"00:10:17,825","00:10:20,118",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia82_utt11.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/d711f640e4f6f698ddb3b8c9de136b39.wav
886,Joey Tribbiani.,Joey,neutral,neutral,82,12,6,21,"00:10:20,286","00:10:22,579",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia82_utt12.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/eb60552a09eb97a100b771ae9a07f96a.wav
887,"Joe! Im glad I found ya, I got an audition for ya!",Estelle,joy,positive,82,13,6,21,"00:10:22,747","00:10:26,458",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia82_utt13.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/6cc439a6d856abb95e0cc159cb5bacd7.wav
888,Wow!,Joey,surprise,positive,82,14,6,21,"0:10:26,626","0:10:27,338",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia82_utt14.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/a3ee4d9f758cad7492994984c4c8e0c4.wav
889,The thing is its kinda on the Q.T.,Estelle,neutral,neutral,82,15,6,21,"0:10:27,338","0:10:29,678",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia82_utt15.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/9c140e8d56ccffe0ed350aaf9a9b8565.wav
890,The actor who has the part doesnt know he might be fired.,Estelle,neutral,neutral,82,16,6,21,"00:10:29,795","00:10:33,715",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia82_utt16.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/baae50f2d3ea8d2397c1ba989b37a46d.wav
891,"Its the lead in a series, Mac and C.H.E.E.S.E.",Estelle,neutral,neutral,82,17,6,21,"00:10:33,833","00:10:37,761",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia82_utt17.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/f1b33a2f31b97742a5bc1cc49a6e4b3b.wav
892,Im the lead in Mac and C.H.E.E.S.E.!!,Joey,anger,negative,82,18,6,21,"00:10:39,597","00:10:41,348",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,anger,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia82_utt18.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/4ebe5a56812d67f4d222f1ff9ae511e8.wav
893,Oh good God! If you want a baby so bad just go steal it!,Monica,anger,negative,83,0,8,23,"00:10:26,614","00:10:30,117",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,anger,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia83_utt0.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/c8b88e6a7f8cb21189a77a3a649abdd3.wav
894,What is going on with you? Since when are you so crazy about babies?,Monica,surprise,positive,83,1,8,23,"00:10:33,287","00:10:36,582",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia83_utt1.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/7bbd83eb5780bcddeadec4ec060aae42.wav
895,Im not crazy about babies. Im crazy about us.,Chandler,joy,positive,83,2,8,23,"00:10:36,791","00:10:41,128",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia83_utt2.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/52d4230ed591d578c1ecd592e1f26da5.wav
896,What?,Monica,surprise,positive,83,3,8,23,"00:10:42,838","00:10:43,881",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia83_utt3.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/880cad9ef8b4e98edd7ee0d4ddbfde8b.wav
897,"Look, weve always talked about having babies someday.",Chandler,neutral,neutral,83,4,8,23,"00:10:44,131","00:10:47,885",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia83_utt4.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/56f54ee0b60a75ec1fb0c66ddc6490d5.wav
898,"Im not saying it has to be right now, but Im starting to think that we can handle it.",Chandler,neutral,neutral,83,5,8,23,"00:10:48,094","00:10:53,307",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia83_utt5.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/c459227eee84bb20da2fffb64f2510c6.wav
899,Were good.,Chandler,neutral,neutral,83,6,8,23,"00:10:52,307","00:10:53,307",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia83_utt6.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/24ad8a964bd0dbde7da88d229f56a524.wav
900,Were really good.,Chandler,joy,positive,83,7,8,23,"00:10:53,474","00:10:56,143",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia83_utt7.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/f25e6c82fce979d61876f6076fa40feb.wav
901,"Oh, did you catch him?!",Monica,surprise,negative,84,0,5,13,"00:09:39,036","00:09:41,288",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia84_utt0.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/5479a38a7bb7b08f4772b9b39f51bab7.wav
903,Wh-what did he say?!,Ross,surprise,negative,84,1,5,13,"00:09:39,036","00:09:41,288",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia84_utt1.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/3ef423522979c3129afb6e73d98706ae.wav
904,"He said, ""Nice to meet you Glenda.""  Well, obviously I couldn't give him my real name?",Phoebe,neutral,neutral,84,2,5,13,"00:09:41,539","00:09:48,128",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia84_utt2.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/4c3d2bf055964c96f66688810262a727.wav
905,Why?! Why not?!,Rachel,surprise,negative,84,3,5,13,"00:09:48,379","00:09:49,462",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia84_utt3.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/c94ba3273a413e9cfe21d5f537493ecc.wav
906,"Come on, you saw the way he ran out of here!",Phoebe,sadness,negative,84,4,5,13,"00:09:49,714","00:09:51,172",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,sadness,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia84_utt4.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/a6125243b1edbc6f6c96e3a09fa30244.wav
908,He's gonna stick around and talk to the daughter he abandoned!,Phoebe,sadness,negative,84,5,5,13,"00:09:51,382","00:09:54,175",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,sadness,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia84_utt5.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/26689eea4f45b0e31162a3b4f651604b.wav
909,What did you say to him?,Joey,neutral,neutral,84,6,5,13,"00:09:54,427","00:09:56,136",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia84_utt6.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/2a12a66aa8e54902f906becda2684149.wav
910,"Well, I said, I told him y'know, that I was the executor person of Francis' will and that I needed to talk to him so I'm gonna meet him at the coffee house later.",Phoebe,neutral,neutral,84,7,5,13,"00:09:56,387","00:10:03,685",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia84_utt7.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/91198395f47d5c44fe9ab83c6cb69506.wav
911,"Oh yeah, sure.",Rachel,neutral,neutral,85,0,8,4,"00:18:12,424","00:18:14,258",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt0.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/c08fd9b39cc87e1ec2f00dd426a4dc47.wav
912,"Okay, in about ten seconds youre gonna see him kiss me.",Rachel,joy,positive,85,1,8,4,"00:18:14,468","00:18:17,053",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt1.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/5512fdd98389c2cbcad0b6d3c25af9a1.wav
913,And in about five seconds youre gonna see why.,Ross,neutral,neutral,85,2,8,4,"00:18:17,221","00:18:21,349",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt2.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/0314776900b0e384738427147aaf0606.wav
914,Ross did I ever tell you about the time that I went backpacking through Western Europe?,Rachel,neutral,neutral,85,3,8,4,"00:18:24,561","00:18:30,525",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt3.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/1c93aa15cbd1f0e569533859fb605f61.wav
915,"Okay, get ready to see some beggin!",Rachel,joy,positive,85,4,8,4,"00:18:37,407","00:18:40,409",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt4.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/e3ee7cb6e127eef7d762aa900e01c8ec.wav
916,"Oh, you came on to Ross!",Phoebe,surprise,positive,85,5,8,4,"00:18:41,078","00:18:43,579",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt5.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/a50f29efddb6c1ce7940899d82857351.wav
917,What?!,Rachel,surprise,negative,85,6,8,4,"0:18:44,456","0:18:46,542",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt6.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/ef36f297595019cd994c8d02b33fe0f5.wav
918,Now Im so happy.,Ross,joy,positive,85,7,8,4,"0:18:46,542","0:18:47,724",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt7.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/a59a908c502611a15ccd9292466b2447.wav
919,What are you talking about?!,Rachel,surprise,negative,85,8,8,4,"0:18:48,585","0:18:50,227",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt8.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/c5eeb6e53f8cf55c5e1bb35292b764ea.wav
920,You used the Europe story!,Monica,joy,positive,85,9,8,4,"0:18:50,227","0:18:52,106",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt9.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/173d1354429df5af2a1747cd3ac52216.wav
921,Thats the magic story you use when you wanna have sex!,Chandler,anger,negative,85,10,8,4,"00:18:52,214","00:18:55,675",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,anger,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt10.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/14609f5f170efe2f61842fd968637b45.wav
922,How do you know about that story?!,Rachel,surprise,negative,85,11,8,4,"0:18:57,803","0:19:02,115",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt11.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/3b1429fdc28fe342ebf152fadc9ab542.wav
923,How do,Joey,neutral,neutral,85,12,8,4,"0:19:02,115","0:19:03,245",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt12.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/f516e69a7e0041db6f3b7f53ec4d8ad3.wav
924,I heard it from my friend Irene who heard it from some guy!,Rachel,neutral,neutral,85,13,8,4,"00:19:03,433","00:19:06,811",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt13.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/0ac707882a4e4e0835db965b1ed8f1a5.wav
925,Some guy!!,Joey,surprise,positive,85,14,8,4,"00:19:07,437","00:19:09,689",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt14.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/5a31b63c63bc086d0b828b04cb462150.wav
926,"No. No, she told me his name was Ken Adams.",Rachel,neutral,neutral,85,15,8,4,"00:19:12,484","00:19:15,153",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt15.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/42b6c5b8ea63f3f42fb202c2e6ec80d4.wav
927,Ken Adams!!,Joey,surprise,positive,85,16,8,4,"00:19:18,115","00:19:19,532",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia85_utt16.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/87cb4deb514edaa625786d7823261d8d.wav
928,"How we doing, you guys ready?",Ross,neutral,neutral,86,0,1,8,"00:13:16,003","00:13:17,545",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia86_utt0.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/8801e68a5b0a77fa350bcbdaffd992eb.wav
929,Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?,Monica,neutral,neutral,86,1,1,8,"00:13:17,797","00:13:23,134",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia86_utt1.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/698ab118b35d1134dbc5596b9ff250ae.wav
930,Some days it's all I can think about.,Ross,neutral,neutral,86,2,1,8,"00:13:23,385","00:13:25,637",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia86_utt2.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/1b0374235cecd53a886e4f7e0a1f4367.wav
931,"Hi, sorry I'm late, I couldn't find my bearings.",Phoebe,neutral,neutral,86,3,1,8,"00:13:26,514","00:13:29,516",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia86_utt3.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/4331659e57c330066248af6041194fcf.wav
932,"Oh... ok, fine.",Ross,neutral,neutral,87,0,9,20,"0:08:48,975","0:08:49,643",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia87_utt0.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/1273d735c2d4e3ad2ca9456c83e2d8fd.wav
933,But... ehm...,Ross,neutral,neutral,87,1,9,20,"0:08:49,643","0:08:50,985",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia87_utt1.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/6f18dc2f46d7961426ead8a34367af76.wav
934,"I just have one question for you,    ehm...",Ross,neutral,neutral,87,2,9,20,"0:08:50,985","0:08:52,844",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia87_utt2.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/4cb98170a2e3d04c0c7cab81e8088796.wav
935,"When we exit should we walk, or run, or prance,    or stroll...",Ross,neutral,neutral,87,3,9,20,"00:08:52,937","00:08:58,567",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia87_utt3.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/805f1380ac933fe8f81ab63a9633448e.wav
936,"Stop it, stop it! He talks slow but he might pee fast! Ok,    let's go!!",Charlie,joy,positive,87,4,9,20,"00:08:58,734","00:09:03,572",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia87_utt4.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/c6872da6834d63329d0af000abeab0eb.wav
937,I cant believe this! How long as this been going on?,Phoebe,surprise,negative,88,0,8,14,"00:01:10,560","00:01:12,960",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia88_utt0.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/2c86394688906508222b37785da486cc.wav
938,"Well umm, Alexandra has been",Monica,neutral,neutral,88,1,8,14,"0:01:13,360","0:01:15,920",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia88_utt1.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/ad5664d5356b19d0c526721337b9b4de.wav
939,"Oh, it has a name?",Phoebe,surprise,negative,88,2,8,14,"0:01:15,920","0:01:16,825",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia88_utt2.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/a148d8d82b4f1639bf379aa117bce84a.wav
940,"Phoebe, dont get upset!",Monica,sadness,negative,88,3,8,14,"00:01:18,320","00:01:19,960",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,sadness,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia88_utt3.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/6b2d4de589432eb912ec2eae0374cf1d.wav
941,OkayOop! Too late! Im leaving! Come on Chandler lets go!,Phoebe,anger,negative,88,4,8,14,"00:01:20,200","00:01:25,240",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,anger,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia88_utt4.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/d339556fecacda77c227dff9a21b81f6.wav
942,"Well, Phoebe I thought IdYeah, what the hell.",Chandler,neutral,neutral,88,5,8,14,"00:01:26,360","00:01:30,160",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia88_utt5.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/303063e41a83cb9bebfd2e0b45a36d77.wav
943,Ben!,Joey,fear,negative,89,0,2,6,"00:12:04,348","00:12:05,348",dev,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_sent_emo.csv,fear,/content/XAI_MELD_Project/data/MELD/MELD.Raw/dev_splits_complete/dia89_utt0.mp4,dev_splits_complete,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/32139f1752690280cf617d54170ec41f.wav
